ts,elapsed,gpu_core,gpu_util,gpu_power,gpu_clock,gpu_vram,cpu_tctl,cpu_ccd1,pump_rpm,rad_rpm,rad_duty,f1_duty,f2_duty,f3_duty,f1_rpm,f2_rpm,f3_rpm
1787460954,236.6,66.0,94.0,427.05,2805.0,68.0,64.25000762939453,59.500003814697266,2170.41796875,2180.93701171875,68.62744903564453,31,34,49,753,758,1092
1787460955,238.1,66.0,93.0,429.17,2797.0,70.0,63.50000762939453,61.375003814697266,2166.93408203125,2173.9130859375,68.62744903564453,31,34,49,752,755,1090
1787460957,239.8,67.0,97.0,426.84,2805.0,70.0,64.50000762939453,64.875,2163.46142578125,2191.558349609375,68.62744903564453,31,34,49,750,756,1092
1787460958,241.3,66.0,91.0,431.05,2797.0,70.0,65.62500762939453,62.625003814697266,2163.46142578125,1826.79296875,53.72549057006836,31,34,49,751,752,1100
1787460960,243.1,66.0,95.0,427.7,2805.0,70.0,64.12500762939453,62.250003814697266,2170.41796875,1819.406982421875,53.72549057006836,31,34,49,753,757,1100
1787460962,244.6,66.0,94.0,434.43,2797.0,70.0,64.00000762939453,62.250003814697266,2173.9130859375,1869.80615234375,53.72549057006836,31,34,49,754,755,1094
1787460963,246.1,67.0,93.0,436.78,2797.0,70.0,67.50000762939453,66.75,2160.0,1807.2288818359375,53.72549057006836,31,34,49,750,759,1098
1787460965,247.6,67.0,92.0,431.16,2797.0,70.0,68.00000762939453,63.625003814697266,2170.41796875,1819.406982421875,53.72549057006836,31,34,49,757,755,1100
1787460966,249.1,67.0,97.0,434.67,2797.0,70.0,69.12500762939453,67.25,2170.41796875,1819.406982421875,53.72549057006836,31,34,49,751,760,1100
1787460968,250.6,68.0,93.0,432.23,2805.0,70.0,69.75000762939453,66.0,2166.93408203125,1814.51611328125,53.72549057006836,31,34,49,751,760,1094
