ts,elapsed,gpu_core,gpu_util,gpu_power,gpu_clock,gpu_vram,cpu_tctl,cpu_ccd1,pump_rpm,rad_rpm,rad_duty,f1_duty,f2_duty,f3_duty,f1_rpm,f2_rpm,f3_rpm
1787463879,72.8,67.0,93.0,410.81,2797.0,72.0,64.00000762939453,58.750003814697266,2163.46142578125,1781.002685546875,50.98039245605469,85,89,91,1986,1801,1739
1787463880,74.3,67.0,97.0,411.97,2797.0,72.0,63.00000762939453,60.500003814697266,2160.0,1760.104248046875,50.98039245605469,85,89,91,1993,1801,1739
1787463882,75.8,67.0,96.0,397.83,2797.0,72.0,63.00000762939453,60.500003814697266,2160.0,1760.104248046875,50.98039245605469,85,89,91,2006,1807,1754
1787463883,77.3,67.0,96.0,409.62,2797.0,70.0,63.50000762939453,59.500003814697266,2160.0,1762.402099609375,50.98039245605469,85,89,91,1993,1796,1744
1787463885,78.8,67.0,93.0,419.45,2797.0,70.0,63.50000762939453,59.500003814697266,2160.0,1762.402099609375,50.98039245605469,85,89,91,1993,1801,1754
1787463886,80.3,67.0,91.0,431.95,2797.0,72.0,62.87500762939453,60.500003814697266,2163.46142578125,1762.402099609375,50.98039245605469,85,89,91,1993,1812,1744
1787463888,81.8,67.0,95.0,445.65,2790.0,72.0,62.87500762939453,60.500003814697266,2163.46142578125,1762.402099609375,50.98039245605469,85,89,91,2000,1801,1749
1787463889,83.3,68.0,96.0,460.23,2790.0,72.0,62.12500762939453,61.875003814697266,2163.46142578125,1767.0157470703125,50.98039245605469,85,89,91,1980,1812,1754
1787463891,84.8,68.0,94.0,457.4,2790.0,72.0,62.12500762939453,61.875003814697266,2163.46142578125,1767.0157470703125,50.98039245605469,85,89,91,1993,1796,1749
1787463892,86.3,67.0,93.0,440.16,2797.0,72.0,61.25000762939453,62.625003814697266,2166.93408203125,1744.18603515625,50.98039245605469,85,89,91,2000,1801,1749
1787463894,87.8,68.0,97.0,451.61,2797.0,72.0,61.25000762939453,62.625003814697266,2166.93408203125,1744.18603515625,50.98039245605469,85,89,91,1973,1801,1754
1787463895,89.3,67.0,98.0,435.43,2790.0,70.0,61.25000762939453,60.500003814697266,2163.46142578125,1760.104248046875,50.98039245605469,85,89,91,1993,1796,1754
1787463897,90.8,67.0,91.0,435.75,2790.0,70.0,61.25000762939453,60.500003814697266,2163.46142578125,1760.104248046875,50.98039245605469,85,89,91,1993,1801,1744
1787463898,92.3,68.0,94.0,435.64,2797.0,72.0,62.75000762939453,58.625003814697266,2156.549560546875,1755.526611328125,50.98039245605469,85,89,91,1986,1807,1749
1787463900,93.8,67.0,95.0,442.01,2797.0,72.0,62.75000762939453,58.625003814697266,2156.549560546875,1755.526611328125,50.98039245605469,85,89,91,2000,1796,1749
1787463901,95.3,67.0,93.0,427.1,2797.0,70.0,63.37500762939453,60.125003814697266,2170.41796875,1778.6561279296875,50.98039245605469,85,89,91,1980,1791,1754
1787463903,96.8,67.0,97.0,431.17,2790.0,70.0,63.37500762939453,60.125003814697266,2170.41796875,1778.6561279296875,50.98039245605469,85,89,91,2013,1796,1754
1787463904,98.3,67.0,96.0,431.41,2790.0,72.0,62.62500762939453,58.625003814697266,2166.93408203125,1757.8125,50.98039245605469,85,89,91,1986,1801,1749
1787463906,99.8,67.0,96.0,440.37,2790.0,72.0,62.62500762939453,58.625003814697266,2166.93408203125,1757.8125,50.98039245605469,85,89,91,2006,1801,1749
